Unnamed: 0,Created at,User ID,Text
0,2022-08-13 22:49:25+00:00,1558586551465938945,I am praying for Salman Rushdie's health and recovery. Thank you to the brave individuals who jumped into help Rushdie and subdue the attacker.  Speed recovery to Salman!
1,2022-08-13 21:14:50+00:00,1558562748593713153,"Methamphetamine-related deaths account for more than 50% of all drug-related fatalities in @SCCgov, far surpassing deaths from opioids, 1339 deaths between Jan. 1, 2018, and July 17, 2022: 43.47% were caused by methamphetamine, 15.24%  by Fentanyl (Meth and opioids), others  18%"
2,2022-08-13 17:36:47+00:00,1558507872299806720,A talented actress gone too soon. RIP https://t.co/yFTxn0Xb8N
3,2022-08-13 17:36:15+00:00,1558507740074430465,The great flood? Hopefully not! https://t.co/DzqlKj29Pk
4,2022-08-13 17:35:19+00:00,1558507505491120128,The FBI raid at former President Trump’s Mar-a-Lago home is said to be linked to 15 boxes of presidential records that allegedly contained “classified national security information. Those boxes were supposed to be sent to the National Archives .https://t.co/JOj97SWx4i
5,2022-08-12 19:05:08+00:00,1558167721988071424,"CalPERS Investment Portfolio Down
CalPERS reported a preliminary investment loss of 6.1% for the 12-month period ended June 30. The loss reflects investment volatility resulting from inflation, international crises such as the invasion of Ukraine, overall stock mkt performance https://t.co/d8DoPUTvTV"
6,2022-08-12 17:25:53+00:00,1558142743574024192,Rishi Kumar best bet to be our Congressional Representative | India Post News Paper https://t.co/QRc3DHfl0e
7,2022-08-11 06:51:21+00:00,1557620667591192576,"An amazing love story #PurpleHearts #PurpleHeartsNetflix by @thisislizallen is also the story of why we need #Medicare4All. 👍@SofiaCarson
 and 👍@nickgalitzine - great job! This 
@netflix film from the @TessWake novel is touching hearts. Time for America to get #M4A done"
8,2022-08-11 04:33:20+00:00,1557585936141000705,Glad we are protecting our veterans - they deserve this and more. https://t.co/oxNXoAPuzW
9,2022-08-10 17:11:29+00:00,1557414341493657600,Honored to have the endorsement of San Mateo County News. Thank you @SMCountyNews https://t.co/GTrmWA52nZ
10,2022-08-10 16:32:49+00:00,1557404614168678400,@fred_kinder https://t.co/jyNJ9VlwsJ has the answers
11,2022-08-10 08:31:47+00:00,1557283558581907456,"What a travesty to have an honest man go through this aggravation for a business dispute!  Toss the case, drop charges, Sheriff Bolanos should resign; @sanmateoco has been embarrassed enough!  https://t.co/XUNfDJygYx 
@thedrive @dannoyes @kylejhyatt @powernationtv
@christianchron"
12,2022-08-10 08:29:08+00:00,1557282887816265733,"Toss the #Batmobile case, drop all charges, unfreeze the defendant's bank account and @SanMateoCo's Sheriff Bolanos should resign.  Enough of this!
@953MNC @AutoSpies @WLFI @97XRadio @smdailyjournal @pharostribune https://t.co/XUNfDJygYx"
13,2022-08-10 08:26:16+00:00,1557282169541693440,"What an embarrassment for @SanMateoco! I am dismayed that an honest man has to go through this aggravation for a simple business dispute! Let us right a wrong - toss this case! And Sheriff Bolanos should resign! 
https://t.co/XUNfDJygYx 
@69News @97XRadio @KokomoTribune"
14,2022-08-09 21:17:15+00:00,1557113803187269633,"In The New York Times Opinion Section 

While the lawn may be a powerful symbol of American postwar prosperity, it’s also an ecological dead zone that’s sucking the nation’s aquifers dry. ""Lawns are damaging our planet, ruining our health and wasting our time,"" Agnes Walton."
15,2022-08-09 21:00:02+00:00,1557109473709199360,"I do not believe in defunding the police: A supporter of the “defund the police” movement, Ilhan Omar is facing a Democratic primary challenge in Minnesota’s 5th Congressional District from a former Minneapolis City Council member who has made rising crime an issue in the race."
16,2022-08-08 07:56:35+00:00,1556549923868327937,Who is NOT in the pocketbook of Pharma? https://t.co/jA9vkTAXrl
17,2022-08-08 06:26:07+00:00,1556527157165244417,"Why? Banting famously said, “Insulin does not belong to me, it belongs to the world.” He wanted everyone who needed it to have access to it."
18,2022-08-08 06:25:47+00:00,1556527072217927680,"Congress still failing: Couldn't insert the $35 insulin price cap in the Inflation reduction act. How sad! Why can't we cap out-of-pocket insulin costs at $35. Banting, Collip and Best who held the patent on insulin sold the patents to the  @UofT for $1 each. (1/2)"
19,2022-08-08 06:23:05+00:00,1556526394074484736,"The Inflation Reduction Act  could lower electricity bills for consumers, make rooftop solar panels affordable, help with energy-efficient appliances and electric vehicles."
20,2022-08-08 04:37:30+00:00,1556499820293935104,"Banting famously said, “Insulin does not belong to me, it belongs to the world.” He wanted everyone who needed it to have access to it."
21,2022-08-08 04:07:56+00:00,1556492382379487232,"Israel and the Palestinian Islamic Jihad militant group declared a truce late on Sunday, raising hopes of an end to the most serious flare-up on the Gaza frontier in more than a year."
22,2022-08-08 02:15:24+00:00,1556464062090735616,Hatred against muslims has no place in America. I am deeply disturbed by the killings. All of us must stand with the Muslim community in New Mexico and around our country. #StopTheHateNow  https://t.co/2W5s4ILUt8
23,2022-08-07 20:30:41+00:00,1556377311556935680,"Inflation Reduction Act: Senate Democrats fend off amendments to $430 billion climate, drug bill, and reduce inflation."
24,2022-08-07 12:53:52+00:00,1556262350386171904,"If any GOP amendments are approved, it could also make the Climate-tax-health package more difficult to pass in the House later"
25,2022-08-07 12:52:03+00:00,1556261891009179648,What time will this end? The last vote-a-rama the Senate held in August of 2021 to pass the budget resolution lasted 14 hours and included consideration of more than 40 amendments.
26,2022-08-07 12:50:51+00:00,1556261587681300482,The U.S. senate does not want to lower the federal healthcare cost! Bernie Sanders' (I-Vt.)amendment which would require Medicare not to pay more than what the Department of Veterans Affairs does for prescription drugs - defeated 1-99.
